t,i,x,x',x'',e(t),integral(e(t)),d(e(t))/dt
9.16,0.999991,5.00006,8.44E-05,0.000417982,-5.92E-05,0.00319744,-7.32E-05
9.17,0.999996,5.00006,8.86E-05,0.000318534,-6.00E-05,0.00319685,-7.92E-05
9.18,1,5.00006,9.18E-05,0.000217864,-6.08E-05,0.00319625,-8.44E-05
9.19,1.00001,5.00006,9.39E-05,0.000117014,-6.17E-05,0.00319564,-8.86E-05
9.2,1.00001,5.00006,9.51E-05,1.70E-05,-6.26E-05,0.00319503,-9.18E-05
9.21,1.00002,5.00006,9.53E-05,-8.12E-05,-6.35E-05,0.0031944,-9.39E-05
9.22,1.00002,5.00007,9.45E-05,-0.000176524,-6.45E-05,0.00319376,-9.51E-05
9.23,1.00003,5.00007,9.27E-05,-0.000268188,-6.54E-05,0.00319312,-9.53E-05
9.24,1.00003,5.00007,9.00E-05,-0.000355293,-6.64E-05,0.00319246,-9.45E-05
9.25,1.00004,5.00007,8.65E-05,-0.00043705,-6.73E-05,0.0031918,-9.27E-05
9.26,1.00004,5.00007,8.21E-05,-0.00051274,-6.82E-05,0.00319113,-9.00E-05
9.27,1.00004,5.00007,7.70E-05,-0.000581717,-6.91E-05,0.00319045,-8.65E-05
9.28,1.00005,5.00007,7.12E-05,-0.00064342,-6.99E-05,0.00318975,-8.21E-05
9.29,1.00005,5.00007,6.47E-05,-0.00069737,-7.07E-05,0.00318906,-7.70E-05
9.3,1.00005,5.00007,5.77E-05,-0.000743177,-7.14E-05,0.00318835,-7.12E-05
9.31,1.00005,5.00007,5.03E-05,-0.00078054,-7.20E-05,0.00318764,-6.47E-05
9.32,1.00006,5.00007,4.25E-05,-0.000809253,-7.26E-05,0.00318691,-5.77E-05
9.33,1.00006,5.00007,3.44E-05,-0.000829199,-7.31E-05,0.00318619,-5.03E-05
9.34,1.00006,5.00007,2.61E-05,-0.000840351,-7.35E-05,0.00318546,-4.25E-05
9.35,1.00006,5.00007,1.77E-05,-0.000842774,-7.39E-05,0.00318472,-3.44E-05
9.36,1.00006,5.00007,9.29E-06,-0.000836619,-7.41E-05,0.00318398,-2.61E-05
9.37,1.00006,5.00007,9.26E-07,-0.000822122,-7.43E-05,0.00318324,-1.77E-05
9.38,1.00006,5.00007,-7.30E-06,-0.000799595,-7.44E-05,0.0031825,-9.29E-06
9.39,1.00005,5.00007,-1.53E-05,-0.000769431,-7.44E-05,0.00318175,-9.26E-07
9.4,1.00005,5.00007,-2.30E-05,-0.000732086,-7.43E-05,0.00318101,7.30E-06
9.41,1.00005,5.00007,-3.03E-05,-0.000688084,-7.42E-05,0.00318027,1.53E-05
9.42,1.00005,5.00007,-3.72E-05,-0.000638004,-7.40E-05,0.00317953,2.30E-05
9.43,1.00004,5.00007,-4.36E-05,-0.000582474,-7.37E-05,0.00317879,3.03E-05
9.44,1.00004,5.00007,-4.94E-05,-0.000522168,-7.33E-05,0.00317805,3.72E-05
9.45,1.00004,5.00007,-5.46E-05,-0.000457791,-7.29E-05,0.00317732,4.36E-05
9.46,1.00003,5.00007,-5.92E-05,-0.000390076,-7.24E-05,0.00317659,4.94E-05
9.47,1.00003,5.00007,-6.31E-05,-0.000319776,-7.18E-05,0.00317586,5.46E-05
9.48,1.00003,5.00007,-6.63E-05,-0.000247655,-7.12E-05,0.00317515,5.92E-05
9.49,1.00002,5.00007,-6.88E-05,-0.000174478,-7.06E-05,0.00317443,6.31E-05
9.5,1.00002,5.00007,-7.05E-05,-0.000101009,-6.99E-05,0.00317373,6.63E-05
9.51,1.00002,5.00007,-7.15E-05,-2.80E-05,-6.92E-05,0.00317303,6.88E-05
9.52,1.00001,5.00007,-7.18E-05,4.38E-05,-6.85E-05,0.00317234,7.05E-05
9.53,1.00001,5.00007,-7.14E-05,0.000113772,-6.78E-05,0.00317165,7.15E-05
9.54,1,5.00007,-7.02E-05,0.000181152,-6.71E-05,0.00317097,7.18E-05
9.55,1,5.00007,-6.84E-05,0.000245344,-6.64E-05,0.0031703,7.14E-05
9.56,0.999997,5.00006,-6.60E-05,0.000305761,-6.57E-05,0.00316964,7.02E-05
9.57,0.999994,5.00006,-6.29E-05,0.000361869,-6.50E-05,0.00316898,6.84E-05
9.58,0.999992,5.00006,-5.93E-05,0.000413186,-6.43E-05,0.00316833,6.60E-05
9.59,0.999989,5.00006,-5.52E-05,0.00045929,-6.37E-05,0.00316769,6.29E-05
9.6,0.999987,5.00006,-5.06E-05,0.000499819,-6.31E-05,0.00316705,5.93E-05
9.61,0.999985,5.00006,-4.56E-05,0.000534474,-6.26E-05,0.00316642,5.52E-05
9.62,0.999984,5.00006,-4.02E-05,0.000563024,-6.21E-05,0.00316579,5.06E-05
9.63,0.999982,5.00006,-3.46E-05,0.000585303,-6.16E-05,0.00316517,4.56E-05
9.64,0.999982,5.00006,-2.87E-05,0.00060121,-6.12E-05,0.00316456,4.02E-05
9.65,0.999981,5.00006,-2.27E-05,0.000610714,-6.09E-05,0.00316395,3.46E-05
9.66,0.999981,5.00006,-1.66E-05,0.000613848,-6.06E-05,0.00316334,2.87E-05
9.67,0.999981,5.00006,-1.05E-05,0.000610706,-6.03E-05,0.00316273,2.27E-05
9.68,0.999981,5.00006,-4.37E-06,0.000601449,-6.02E-05,0.00316213,1.66E-05
9.69,0.999982,5.00006,1.65E-06,0.000586292,-6.01E-05,0.00316153,1.05E-05
9.7,0.999983,5.00006,7.51E-06,0.000565507,-6.00E-05,0.00316092,4.37E-06
9.71,0.999985,5.00006,1.32E-05,0.000539418,-6.00E-05,0.00316032,-1.65E-06
9.72,0.999986,5.00006,1.86E-05,0.000508396,-6.01E-05,0.00315972,-7.51E-06
9.73,0.999988,5.00006,2.36E-05,0.000472854,-6.03E-05,0.00315912,-1.32E-05
9.74,0.99999,5.00006,2.84E-05,0.000433242,-6.04E-05,0.00315852,-1.86E-05
9.75,0.999992,5.00006,3.27E-05,0.000390043,-6.07E-05,0.00315792,-2.36E-05
9.76,0.999995,5.00006,3.66E-05,0.000343767,-6.10E-05,0.00315731,-2.84E-05
9.77,0.999997,5.00006,4.00E-05,0.000294943,-6.13E-05,0.0031567,-3.27E-05
9.78,1,5.00006,4.30E-05,0.000244117,-6.17E-05,0.00315609,-3.66E-05
9.79,1,5.00006,4.54E-05,0.000191844,-6.21E-05,0.00315547,-4.00E-05
9.8,1.00001,5.00006,4.74E-05,0.000138681,-6.25E-05,0.00315485,-4.30E-05
9.81,1.00001,5.00006,4.87E-05,8.52E-05,-6.29E-05,0.00315423,-4.54E-05
9.82,1.00001,5.00006,4.96E-05,3.19E-05,-6.34E-05,0.0031536,-4.74E-05
9.83,1.00001,5.00006,4.99E-05,-2.06E-05,-6.39E-05,0.00315296,-4.87E-05
9.84,1.00002,5.00006,4.97E-05,-7.19E-05,-6.44E-05,0.00315232,-4.96E-05
9.85,1.00002,5.00007,4.90E-05,-0.000121404,-6.49E-05,0.00315168,-4.99E-05
9.86,1.00002,5.00007,4.78E-05,-0.000168686,-6.54E-05,0.00315103,-4.97E-05
9.87,1.00002,5.00007,4.61E-05,-0.00021331,-6.59E-05,0.00315038,-4.90E-05
9.88,1.00003,5.00007,4.39E-05,-0.000254877,-6.64E-05,0.00314972,-4.78E-05
9.89,1.00003,5.00007,4.14E-05,-0.000293029,-6.68E-05,0.00314905,-4.61E-05
9.9,1.00003,5.00007,3.85E-05,-0.000327447,-6.73E-05,0.00314839,-4.39E-05
9.91,1.00003,5.00007,3.52E-05,-0.000357858,-6.77E-05,0.00314771,-4.14E-05
9.92,1.00003,5.00007,3.16E-05,-0.000384036,-6.81E-05,0.00314704,-3.85E-05
9.93,1.00003,5.00007,2.78E-05,-0.000405801,-6.84E-05,0.00314636,-3.52E-05
9.94,1.00004,5.00007,2.37E-05,-0.000423021,-6.87E-05,0.00314567,-3.16E-05
9.95,1.00004,5.00007,1.95E-05,-0.000435613,-6.90E-05,0.00314498,-2.78E-05
9.96,1.00004,5.00007,1.51E-05,-0.000443544,-6.92E-05,0.00314429,-2.37E-05
9.97,1.00004,5.00007,1.07E-05,-0.000446826,-6.94E-05,0.0031436,-1.95E-05
9.98,1.00004,5.00007,6.23E-06,-0.000445519,-6.96E-05,0.00314291,-1.51E-05
9.99,1.00004,5.00007,1.77E-06,-0.000439731,-6.97E-05,0.00314221,-1.07E-05
10,1.00004,5.00007,-2.62E-06,-0.000429608,-6.98E-05,0.00314151,-6.23E-06
