t,i,x,x',x'',e(t),integral(e(t)),d(e(t))/dt
9.17,1,5.00018,9.97828e-05,0.000668759,-0.000178198,0.00181149,-8.238e-05
9.18,1.00001,5.00018,0.00010647,0.000528554,-0.000179115,0.0018097,-9.17341e-05
9.19,1.00002,5.00018,0.000111756,0.000385748,-0.000180113,0.00180791,-9.97828e-05
9.2,1.00002,5.00018,0.000115613,0.000241831,-0.000181178,0.00180611,-0.00010647
9.21,1.00003,5.00018,0.000118032,9.82764e-05,-0.000182296,0.0018043,-0.000111756
9.22,1.00004,5.00018,0.000119014,-4.34749e-05,-0.000183452,0.00180248,-0.000115613
9.23,1.00005,5.00019,0.00011858,-0.000182028,-0.000184632,0.00180064,-0.000118032
9.24,1.00005,5.00019,0.000116759,-0.000316048,-0.000185822,0.0017988,-0.000119014
9.25,1.00006,5.00019,0.000113599,-0.00044427,-0.000187008,0.00179694,-0.00011858
9.26,1.00007,5.00019,0.000109156,-0.000565513,-0.000188176,0.00179507,-0.000116759
9.27,1.00007,5.00019,0.000103501,-0.000678689,-0.000189312,0.00179319,-0.000113599
9.28,1.00008,5.00019,9.67143e-05,-0.000782813,-0.000190403,0.00179129,-0.000109156
9.29,1.00008,5.00019,8.88861e-05,-0.000877008,-0.000191438,0.00178939,-0.000103501
9.3,1.00009,5.00019,8.0116e-05,-0.000960517,-0.000192405,0.00178747,-9.67143e-05
9.31,1.00009,5.00019,7.05109e-05,-0.0010327,-0.000193294,0.00178555,-8.88861e-05
9.32,1.00009,5.00019,6.01838e-05,-0.00109306,-0.000194095,0.00178362,-8.0116e-05
9.33,1.0001,5.0002,4.92532e-05,-0.0011412,-0.0001948,0.00178168,-7.05109e-05
9.34,1.0001,5.0002,3.78412e-05,-0.00117689,-0.000195402,0.00177973,-6.01838e-05
9.35,1.0001,5.0002,2.60723e-05,-0.00119999,-0.000195895,0.00177777,-4.92532e-05
9.36,1.0001,5.0002,1.40725e-05,-0.00121052,-0.000196273,0.00177581,-3.78412e-05
9.37,1.0001,5.0002,1.96724e-06,-0.00120862,-0.000196534,0.00177385,-2.60723e-05
9.38,1.0001,5.0002,-1.01189e-05,-0.00119454,-0.000196675,0.00177189,-1.40725e-05
9.39,1.0001,5.0002,-2.20644e-05,-0.00116867,-0.000196694,0.00176992,-1.96724e-06
9.4,1.0001,5.0002,-3.37511e-05,-0.00113149,-0.000196593,0.00176795,1.01189e-05
9.41,1.00009,5.0002,-4.5066e-05,-0.0010836,-0.000196372,0.00176599,2.20644e-05
9.42,1.00009,5.0002,-5.5902e-05,-0.00102568,-0.000196035,0.00176402,3.37511e-05
9.43,1.00009,5.0002,-6.61589e-05,-0.00095852,-0.000195584,0.00176206,4.5066e-05
9.44,1.00008,5.00019,-7.57441e-05,-0.000882968,-0.000195025,0.00176011,5.5902e-05
9.45,1.00008,5.00019,-8.45738e-05,-0.000799951,-0.000194364,0.00175816,6.61589e-05
9.46,1.00007,5.00019,-9.25733e-05,-0.00071045,-0.000193606,0.00175621,7.57441e-05
9.47,1.00007,5.00019,-9.96778e-05,-0.000615494,-0.00019276,0.00175428,8.45738e-05
9.48,1.00006,5.00019,-0.000105833,-0.000516145,-0.000191835,0.00175235,9.25733e-05
9.49,1.00006,5.00019,-0.000110994,-0.000413492,-0.000190838,0.00175043,9.96778e-05
9.5,1.00005,5.00019,-0.000115129,-0.000308633,-0.00018978,0.00174852,0.000105833
9.51,1.00005,5.00019,-0.000118215,-0.000202668,-0.00018867,0.00174663,0.000110994
9.52,1.00004,5.00019,-0.000120242,-9.66874e-05,-0.000187518,0.00174474,0.000115129
9.53,1.00004,5.00019,-0.000121209,8.23928e-06,-0.000186336,0.00174286,0.000118215
9.54,1.00003,5.00018,-0.000121127,0.000111074,-0.000185134,0.001741,0.000120242
9.55,1.00003,5.00018,-0.000120016,0.000210821,-0.000183922,0.00173915,0.000121209
9.56,1.00002,5.00018,-0.000117908,0.000306534,-0.00018271,0.00173731,0.000121127
9.57,1.00002,5.00018,-0.000114842,0.000397324,-0.00018151,0.00173548,0.000120016
9.58,1.00001,5.00018,-0.000110869,0.000482372,-0.000180331,0.00173367,0.000117908
9.59,1.00001,5.00018,-0.000106045,0.000560932,-0.000179183,0.00173186,0.000114842
9.6,1,5.00018,-0.000100436,0.000632335,-0.000178074,0.00173007,0.000110869
9.61,1,5.00018,-9.41126e-05,0.000696001,-0.000177014,0.00172829,0.000106045
9.62,0.999997,5.00018,-8.71526e-05,0.000751437,-0.000176009,0.00172652,0.000100436
9.63,0.999994,5.00017,-7.96383e-05,0.000798243,-0.000175068,0.00172476,9.41126e-05
9.64,0.999992,5.00017,-7.16558e-05,0.000836114,-0.000174197,0.00172301,8.71526e-05
9.65,0.99999,5.00017,-6.32947e-05,0.00086484,-0.0001734,0.00172127,7.96383e-05
9.66,0.999989,5.00017,-5.46463e-05,0.000884309,-0.000172684,0.00171953,7.16558e-05
9.67,0.999989,5.00017,-4.58032e-05,0.000894503,-0.000172051,0.00171781,6.32947e-05
9.68,0.999989,5.00017,-3.68582e-05,0.000895499,-0.000171504,0.00171609,5.46463e-05
9.69,0.999989,5.00017,-2.79032e-05,0.000887464,-0.000171046,0.00171437,4.58032e-05
9.7,0.99999,5.00017,-1.90285e-05,0.000870654,-0.000170678,0.00171266,3.68582e-05
9.71,0.999991,5.00017,-1.0322e-05,0.000845408,-0.000170399,0.00171095,2.79032e-05
9.72,0.999993,5.00017,-1.86791e-06,0.000812144,-0.000170208,0.00170925,1.90285e-05
9.73,0.999995,5.00017,6.25353e-06,0.000771352,-0.000170105,0.00170755,1.0322e-05
9.74,0.999997,5.00017,1.3967e-05,0.000723588,-0.000170086,0.00170585,1.86791e-06
9.75,1,5.00017,2.12029e-05,0.00066947,-0.000170149,0.00170415,-6.25353e-06
9.76,1,5.00017,2.78976e-05,0.000609665,-0.000170289,0.00170245,-1.3967e-05
9.77,1.00001,5.00017,3.39943e-05,0.000544887,-0.000170501,0.00170074,-2.12029e-05
9.78,1.00001,5.00017,3.94431e-05,0.000475885,-0.00017078,0.00169904,-2.78976e-05
9.79,1.00001,5.00017,4.4202e-05,0.000403436,-0.00017112,0.00169733,-3.39943e-05
9.8,1.00002,5.00017,4.82364e-05,0.000328338,-0.000171514,0.00169562,-3.94431e-05
9.81,1.00002,5.00017,5.15197e-05,0.0002514,-0.000171956,0.0016939,-4.4202e-05
9.82,1.00003,5.00017,5.40337e-05,0.000173432,-0.000172438,0.00169218,-4.82364e-05
9.83,1.00003,5.00017,5.57681e-05,9.52412e-05,-0.000172954,0.00169046,-5.15197e-05
9.84,1.00003,5.00017,5.67205e-05,1.76202e-05,-0.000173494,0.00168873,-5.40337e-05
9.85,1.00004,5.00017,5.68967e-05,-5.86592e-05,-0.000174052,0.00168699,-5.57681e-05
9.86,1.00004,5.00018,5.63101e-05,-0.000132853,-0.000174619,0.00168525,-5.67205e-05
9.87,1.00005,5.00018,5.49816e-05,-0.000204255,-0.000175188,0.00168351,-5.68967e-05
9.88,1.00005,5.00018,5.2939e-05,-0.000272197,-0.000175751,0.00168176,-5.63101e-05
9.89,1.00005,5.00018,5.0217e-05,-0.000336061,-0.000176301,0.00168,-5.49816e-05
9.9,1.00006,5.00018,4.68564e-05,-0.000395283,-0.00017683,0.00167824,-5.2939e-05
9.91,1.00006,5.00018,4.29036e-05,-0.000449354,-0.000177332,0.00167647,-5.0217e-05
9.92,1.00006,5.00018,3.84101e-05,-0.000497829,-0.000177801,0.00167469,-4.68564e-05
9.93,1.00006,5.00018,3.34318e-05,-0.000540326,-0.00017823,0.00167292,-4.29036e-05
9.94,1.00007,5.00018,2.80285e-05,-0.000576534,-0.000178614,0.00167113,-3.84101e-05
9.95,1.00007,5.00018,2.22632e-05,-0.000606207,-0.000178948,0.00166935,-3.34318e-05
9.96,1.00007,5.00018,1.62011e-05,-0.000629174,-0.000179229,0.00166756,-2.80285e-05
9.97,1.00007,5.00018,9.90936e-06,-0.000645332,-0.000179451,0.00166577,-2.22632e-05
9.98,1.00007,5.00018,3.45604e-06,-0.00065465,-0.000179613,0.00166397,-1.62011e-05
9.99,1.00007,5.00018,-3.09046e-06,-0.000657166,-0.000179712,0.00166218,-9.90936e-06
10,1.00007,5.00018,-9.66212e-06,-0.000652986,-0.000179747,0.00166038,-3.45604e-06
